token,no_reasons,categ_1
adr152262720011,"the option to skip the month is grey out and is the 1st of the month. ",variety and size
ios15211584001228,"I just wanted to look at things and when I type that in I only get two results. I like the plus size styles but I’m not plus size. ",variety and size
ios15211584001069,"Recently I haven’t really been able to find anything in my size ",variety and size
ios152115840019,"became self-conscious and couldn’t find anything i thought would look right on me ",variety and size
adr152115840056,not a great variety of plus size panties.,variety and size
ios152159040036,"There’s nothing new ",variety and size
ios152409600026,I didn’t find a bra set in my size (34DDD) that I liked,variety and size
980edc56e57a5b8adeeb4dbb85170d72,"They no longer sell my size. ",variety and size
ios152176320023,Bathing suits only come in a certain size,variety and size
2455fd608ff040aecc81ccdec5d0d6e1,"I have a 45"" bust (38G) and 42"" hips. According to your size charts I'm a 1X in tops and a M/L in bottoms. The only choices which can accommodate both are high-waisted which I am not interested in.",variety and size
c73de4292d54f8850e3a66d94fe7d834,Nothing new has been added.,variety and size
455ab993d6f29b30a894665565f77f34,i was looking for a 46cor d half cup push up bra,variety and size
ios1521158400924,There is not a lot to select from with the size that I wear.,variety and size
cdd5b272c71e20ae6235ade40fecfa9d,Didn't have my size.,variety and size
adr1521158400359,"low funds, not in my size",variety and size
ios152236800035,No new swimsuits in my size,variety and size
ios15240960005,Size not available at this time,variety and size
ios152115840098,"Items I want are not in my size. Very few sizes in stock to order. It’s a teaser in my opinion to see a lot of things I like then open them up and my size is out of stock. ",variety and size
adr15220224003,"I was looking for maternaty or nursing selection I saw last year now that I'm pregnant, but you no longer offer those lines.",variety and size
ios152271360041,"I am only a memeber of adore me because you have add 2 cup sizes bras. I would get one every month but for he last 6 months you haven’t had any new bras and I own multiples of every style and color that you carry. Now it looks like you are discontinuing them completely?!! I’ve had my subscription with you for MANY YEARS and it’s disappointing to think that you’re losing 2 cup bras and stopped adding new styles. Please bring them back! I will buy them in bulk. Otherwise I’ll have to cancel my subscription ",variety and size
ios152159040054,"The swim suit I wanted to purchase was unavailable in my size. ",variety and size
ios1521158400323,"Items similar to what I liked from previous purchases are harder to find. Several of my more recent purchases were not what I was expecting, did not have the same fit as similar items I'd ordered",variety and size
ios152245440051,I want a silk robe couldn’t find one,variety and size
ios15211584001244,Don’t offer enough daily wear bras.,variety and size
67d661c097e8245cfa4d18a2340eed68,"None of the suits I want come in the size I need. Why do the suits made for mothers with real bodies only come in plus sizes?!?! I really want the Kaimani suit, or one with similar style - underwire and high waist, but they seem to all come in plus size only.",variety and size
adr152271360016,plus size is crap,variety and size
ios15211584001096,"It’s the same products over and over. That is the reason why I haven’t purchased anything in a few months. I have found that I’m beginning to look at other companies for more variety in their products. Adore me used to be my favorite. I will still continue to shop here, but I guess I will have to wait for new products that are not the same, just different color.",variety and size
ios152409600070,Unable to find/purchase what I needed,variety and size
ios1521158400247,"Out of my sizes ",variety and size
e4191e30eb9df32441bc3d3c4b5ba232,Couldn't find the item pictured in the email.,variety and size
f9ab4b590965605de6e488aab1e7544c,I was trying to get halle contour plus BUT!!!! U NO LONGER HAVE THIS NOT HAPPY....,variety and size
adr15246144003,didn't  have my size,variety and size
8c1dcd5a227f38337f0790529420dbc4,"You don't have my size in any of the suits I like. ",variety and size
ios152418240011,Buy one get one was not applicable to the style I wanted,variety and size
ios152159040015,"Not enough options in plus size. ",variety and size
0fc64117a65fdfd337c73bee25571a19,Could not find what i wanted,variety and size
ios15211584001022,"Really wanted strapless but can’t find one that will fit. ",variety and size
adr1521158400235,lotion would be a great option. I buy a lot of lotion.,variety and size
ios152452800032,"Because the T-shirt bras only go up to 46DDD, I am a 46 G",variety and size
933d98f366e826f4db6738d4f994a677,There wasn't anything available in my size.,variety and size
ios15211584001271,"While everything looks cute, I don’t trust the fit enough to buy.",variety and size
adr152202240013,limited stock size sold out,variety and size
697c778dad82d14e5bb2e10d4d2bd693,"you no longer carry my size ",variety and size
ios152202240052,Cute bathing suites is not my top size 32DDD,variety and size
ios1521158400950,"Didn’t find a set I wanted ",variety and size
ios15211584001192,I wish that you made more options for less busty girls. Every single one of your models has a very full chest and it makes it so hard to shop because nothing is relatable to my body type. I’m a 34A and none of the bras from any of my previous orders have fit like I wished they would. I haven’t left a review because I don’t like to leave bad reviews because I know your items are well made and probably look good on others. But I’m just incredibly disappointed and come on here to browse but end up skipping my month every time.,variety and size
9bdfe18bbc470d6ea909a9fcafe8d496,Low product range for my size,variety and size
ios15224544009,Didn't see anything,variety and size
ios152409600020,"My orders always has delays. ",variety and size
9d542ddb55de79df7c8dd63a49e83065,"Because the set that I was looking at has a picture of high-waisted underwear,  but when picking the size it did say high-waisted ",variety and size
ios1521158400894,"I have been looking to buy some nursing bras and I have been unable to find hem on your site when I previously had several marked. ",variety and size
d5100cede3b11ed0210a468cc38d240e,"there is no my fit ",variety and size
adr15239232007,"more options with wire for plus size would be nice ",variety and size
ios152202240019,"I wanted to extend my payment vacation but I will not be able to before the 1st of April ",variety and size
6ebde31a250ff1717db3eaf100a9d404,Did not have my size in the bras I wanted,variety and size
ios152159040045,Couldn’t find the green outfit your model had on,variety and size
adr15214176005,there's really not anything new in my size,variety and size
ios1521158400151,"Didn’t find what I was looking for ",variety and size
ios1521158400744,"Not enough underwear choices in the thong ",variety and size
ios15211584001393,"I did not find what I was looking for. ",variety and size
ios1521158400170,"Looking for other than cotton, very limited.",variety and size
adr15245280008,I didn't see anything I like. I own half of the collection!,variety and size
ios1521158400837,"I couldn’t find anything that I liked that met my needs in my size. ",variety and size
ios1521158400184,Don't have the size in the ones I really want,variety and size
adr152331840014,"You guys almost never have my size. 36G. I need more options please. ",variety and size
a91254edb6deedde4ba1f9987b6d2024,The bra size that I was looking for was unavailable,variety and size
f0c93d74c25e821392b3d1bc32ac460b,"I wish I could purchase JUST the panties in the sets. I’m very picky about bras and the one I have purchased do not give me the amount of support I like. However I love the panties. I’d buy a lot more if I could purchase delegates vs  sets only.  ",variety and size
adr15240096009,You have very limited inventory in the size I am looking for.,variety and size
adr152461440044,"your availabilty in sizes was very poor. Everytime I saw something I liked, there was no 36B available. Very disappointing.",variety and size
ios152461440027,"I’m constantly looking for some sexy bra &panty set or lingerie that is wirefree but still padded. My options on the website are unfortunately slim to none. ",variety and size
ios152409600095,"Not sure of sizes ",variety and size
ios152202240024,"Looking for a solid black, seamless, plunge bra in a 38G. ",variety and size
ios152392320017,"Because I wish some of the styles available in plus were available in smaller sizes. ",variety and size
3810e61b72ed7e7b5ac58a44ba6adab9,"Didnt see anything I liked for the price ",variety and size
adr15240960009,"everytime I find a cute pair of matching tops and bottoms, yall never have my size ",variety and size
ios1521158400604,"Could not find the right size. ",variety and size
adr1521158400149,I was looking to get a nursing bra in my size (38 DDD) but was unable to do so.,variety and size
048be7596a1fdbee2fb9ea846445748f,Because a lot of styles that I liked were out my size,variety and size
ios15211584001081,"Did find anything ",variety and size
ios15211584001142,"For months there has been no new add 2 cup bra and panties sets. Being a woman on the smaller side I love the add 2 cup bras they fit me wonderfully but only having lace options does not work for every shirt. ",variety and size
cb48ab5e576f55366ad3b548e1fb574a,"I want to make sure I have my correct size before I complete my order so I’m going to check previously purchased adore me items ",variety and size
813c2fdf381d8844af42cff72d4ec178,not anything i wanted to see,variety and size
ios1521158400539,I’m confused on where I would skip,skip and vacation
ios1521158400442,It’s too late to skip,skip and vacation
ios152409600049,"I keep trying to unsubscribe from VIP because I can’t afford it every month but each time I try to unsubscribe, it still says that I’m an active member. I don’t want to click “on a payment vacation” every two months. I want to be unsubscribed from being VIP. ",skip and vacation
35aaa435828612d82cccbd5ff4266e67,I still have some time left before i can skip,skip and vacation
7093ba58353aebbbf82b8d19fc8194b7,I was going to continue payment vacation but can't until the month is actually over,skip and vacation
ios15211584001387,I didn’t skip on time so i just decided to buy a bra set,skip and vacation
ios1521158400841,I started looking at the swim collection and eventually forgot to skip the month. So now I’m back on the app!,skip and vacation
adr152262720017,just not an option to skip the month yet,skip and vacation
ios1521158400709,"I’m confused because this is my first month which is March so I don’t understand why I have to skip a month so i need someone to explain ",skip and vacation
ios152305920025,didn’t give me the option to skip month,skip and vacation
ffc360056bab4285c34b0f962cc8e868,"I havent completed the 2 month vacation yet. You should be able to skip it forever unless you turn it off. ",skip and vacation
ios152305920019,"No option to skip the month. ",skip and vacation
ios15211584001397,Couldn’t find avenue to select skip a pay!!,skip and vacation
aeed6de4fdedaea59b1accb058a97dec,"I don't see anywhere to skip a month. ",skip and vacation
ios152210880021,"I’m not allowed to update my payment vacation until it’s out in 5 days. ",skip and vacation
ios152409600049,"Still looking ",skip and vacation
ios15221952002,"I wasn’t able to find out if I’ll still receive my order points if I went on payment vacation. I ordered and then went on but I wanted to make sure I still got credit for the two items I just ordered
",skip and vacation
ios152418240015,Because I am not gotten a response about my refund your items are poorly made and do not fit I am going back to Victoria secret,skip and vacation
adr152262720015,The box to skip the month was not working.,skip and vacation
e56dd925c7b2ab69dc8855f1ff587169,"Even though it is the 5th of the month, i.e. the last day to skip the month, the option is not being offered on the website or the app.",skip and vacation
adr152461440015,"just checking,I always have trouble finding the shop/skip button!",skip and vacation
aeedfa6cbe9aedb13ef28e69003344b1,"All I wanted to do was view the website and make a purchase. Instead, I had to enter through a quiz. Once entered, I had an option to skip the quiz so I did. Then I had then had to choose my style which is unnecessary to my shopping experience. Next, I had to sign up for an account just to browse the page.  I will not use a web based store where I cannot simply open the webpage and browse; there are other ways to manage marketing research. I'll return to Victoria's Secret until the web page is more user friendly",create account upfront
adr152159040020,Taking the survery before trying to cancel my subscription,create account upfront
3a9ae0675d6d09315c79cbcd9cb2b607,"the discount sucked, wasn't worth it",create account upfront
a946e549dde789a079be5583631cbfd8,"Constant pop-ups and requiring me to sign up JUST TO BROWSE. Seriously, wtf??",create account upfront
77055258be2d236f57ffeb371dedc21c,"Because I shouldn't have to give you my email just to look at your site.  ",create account upfront
20a02a1649c023d744b5a0ddff121809,The website forces you to log in with and email account and there are some issues with the terms and conditions that I am not comfortable with.,create account upfront
040b66680af4ee079c59652a303f8d84,not able to see the collections without signing up,create account upfront
f7c0efe0bcf09a1ec9f50bf7d4d9ee14,if you want people to buy they need to be able to see what you have without entering an e-mail and signing up.,create account upfront
ios152262720060,"The app is taking forever to load and when I click on category tabs at the top the items don’t load on the page. Very frustrated. "," I should not have to contact customer support over 5 times to receive a credit for an order I never received. I do not understand why I was never refunded even though I was told multiple times I would be. I thought Adoreme would be an easier shopping experience but I was wrong."
ios1521158400491,"I never received my order from November 2017 and was told multiple times I would be credited the amount to my account and it has not happened. I no longer feel comfortable doing business with company that has not kept their promises. I like you products but the customer support is appalling; I should not have to contact customer support over 5 times to receive a credit for an order I never received. I do not understand why I was never refunded even though I was told multiple times I would be. I thought Adoreme would be an easier shopping experience but I was wrong.  "," I should not have to contact customer support over 5 times to receive a credit for an order I never received. I do not understand why I was never refunded even though I was told multiple times I would be. I thought Adoreme would be an easier shopping experience but I was wrong."
